date;heure;score;score_max;nombre_essai
2023-07-23;17:35:37;76;174;1;[(400, 720), (400, 720), (440, 720), (480, 720), (520, 720), (560, 720), (600, 720), (640, 720), (680, 720), (720, 720), (760, 720), (800, 720), (840, 720), (880, 720), (920, 720), (960, 720), (1000, 720), (1040, 720), (1080, 720), (1120, 720), (1160, 720), (1160, 760), (1120, 760), (1080, 760), (1040, 760), (1000, 760), (960, 760), (920, 760), (880, 760), (840, 760), (800, 760), (760, 760), (720, 760), (680, 760), (640, 760), (600, 760), (560, 760), (520, 760), (480, 760), (440, 760), (400, 760), (360, 760), (360, 720), (360, 680), (360, 640), (360, 600), (360, 560), (360, 520), (360, 480), (360, 440), (360, 400), (360, 360), (360, 320), (360, 280), (360, 240), (360, 200), (360, 160), (360, 120), (400, 120), (400, 160), (400, 200), (400, 240), (400, 280), (400, 320), (400, 360), (400, 400), (400, 440), (400, 480), (400, 520), (400, 560), (400, 600), (400, 640), (400, 680), (440, 680), (480, 680), (520, 680), (560, 680)]
