Date;Heure;Score;Score max;Essai;;;;;;;;;;;;MOY score;Entendu score;temps jeu;Nombre essai;Temps moyen essai (secondes) 
23/07/2023;00:14:28;31;109;385;;;;;;;;;;;;;;;;
23/07/2023;00:14:30;62;109;386;;;;;;;;;;;;;;;;
23/07/2023;00:14:32;67;109;387;;;;;;;;;;;;;;;;
23/07/2023;00:14:34;63;109;388;;;;;;;;;;;;;;;;
23/07/2023;00:14:36;76;109;389;;;;;;;;;;;;;;;;
23/07/2023;00:14:38;78;109;390;;;;;;;;;;;;;;;;
23/07/2023;00:14:41;85;109;391;;;;;;;;;;;;;;;;
23/07/2023;00:14:44;70;109;392;;;;;;;;;;;;;;;;
23/07/2023;00:14:46;74;109;393;;;;;;;;;;;;;;;;
23/07/2023;00:14:47;55;109;394;;;;;;;;;;;;;;;;
23/07/2023;00:14:50;87;109;395;;;;;;;;;;;;;;;;
23/07/2023;00:14:51;34;109;396;;;;;;;;;;;;;;;;
23/07/2023;00:14:53;46;109;397;;;;;;;;;;;;;;;;
23/07/2023;00:14:54;43;109;398;;;;;;;;;;;;;;;;
23/07/2023;00:14:56;67;109;399;;;;;;;;;;;;;;;;
23/07/2023;00:14:58;58;109;400;;;;;;;;;;;;;;;;
23/07/2023;00:15:01;95;109;401;;;;;;;;;;;;;;;;
23/07/2023;00:15:02;66;109;402;;;;;;;;;;;;;;;;
23/07/2023;00:15:03;27;109;403;;;;;;;;;;;;;;;;
23/07/2023;00:15:05;56;109;404;;;;;;;;;;;;;;;;
23/07/2023;00:15:08;84;109;405;;;;;;;;;;;;;;;;
23/07/2023;00:15:09;59;109;406;;;;;;;;;;;;;;;;
23/07/2023;00:15:10;12;109;407;;;;;;;;;;;;;;;;
23/07/2023;00:15:12;62;109;408;;;;;;;;;;;;;;;;
23/07/2023;00:15:15;97;109;409;;;;;;;;;;;;;;;;
23/07/2023;00:15:17;52;109;410;;;;;;;;;;;;;;;;
23/07/2023;00:15:20;81;109;411;;;;;;;;;;;;;;;;
23/07/2023;00:15:22;66;109;412;;;;;;;;;;;;;;;;
23/07/2023;00:15:23;27;109;413;;;;;;;;;;;;;;;;
23/07/2023;00:15:25;58;109;414;;;;;;;;;;;;;;;;
23/07/2023;00:15:26;47;109;415;;;;;;;;;;;;;;;;
23/07/2023;00:15:28;52;109;416;;;;;;;;;;;;;;;;
23/07/2023;00:15:30;75;109;417;;;;;;;;;;;;;;;;
23/07/2023;00:15:31;31;109;418;;;;;;;;;;;;;;;;
23/07/2023;00:15:33;42;109;419;;;;;;;;;;;;;;;;
23/07/2023;00:15:34;67;109;420;;;;;;;;;;;;;;;;
23/07/2023;00:15:36;52;109;421;;;;;;;;;;;;;;;;
23/07/2023;00:15:37;38;109;422;;;;;;;;;;;;;;;;
23/07/2023;00:15:38;50;109;423;;;;;;;;;;;;;;;;
23/07/2023;00:15:40;64;109;424;;;;;;;;;;;;;;;;
23/07/2023;00:15:42;66;109;425;;;;;;;;;;;;;;;;
23/07/2023;00:15:44;61;109;426;;;;;;;;;;;;;;;;
23/07/2023;00:15:46;63;109;427;;;;;;;;;;;;;;;;
23/07/2023;00:15:47;42;109;428;;;;;;;;;;;;;;;;
23/07/2023;00:15:48;11;109;429;;;;;;;;;;;;;;;;
23/07/2023;00:15:50;61;109;430;;;;;;;;;;;;;;;;
23/07/2023;00:15:52;69;109;431;;;;;;;;;;;;;;;;
23/07/2023;00:15:54;67;109;432;;;;;;;;;;;;;;;;
23/07/2023;00:15:55;18;109;433;;;;;;;;;;;;;;;;
23/07/2023;00:15:57;58;109;434;;;;;;;;;;;;;;;;
23/07/2023;00:15:59;65;109;435;;;;;;;;;;;;;;;;
23/07/2023;00:16:00;60;109;436;;;;;;;;;;;;;;;;
23/07/2023;00:16:02;48;109;437;;;;;;;;;;;;;;;;
23/07/2023;00:16:04;66;109;438;;;;;;;;;;;;;;;;
23/07/2023;00:16:06;82;109;439;;;;;;;;;;;;;;;;
23/07/2023;00:16:07;26;109;440;;;;;;;;;;;;;;;;
23/07/2023;00:16:09;47;109;441;;;;;;;;;;;;;;;;
23/07/2023;00:16:10;55;109;442;;;;;;;;;;;;;;;;
23/07/2023;00:16:12;55;109;443;;;;;;;;;;;;;;;;
23/07/2023;00:16:14;86;109;444;;;;;;;;;;;;;;;;
23/07/2023;00:16:16;64;109;445;;;;;;;;;;;;;;;;
23/07/2023;00:16:18;52;109;446;;;;;;;;;;;;;;;;
23/07/2023;00:16:20;81;109;447;;;;;;;;;;;;;;;;
23/07/2023;00:16:21;49;109;448;;;;;;;;;;;;;;;;
23/07/2023;00:16:22;32;109;449;;;;;;;;;;;;;;;;
23/07/2023;00:16:25;85;109;450;;;;;;;;;;;;;;;;
23/07/2023;00:16:27;66;109;451;;;;;;;;;;;;;;;;
23/07/2023;00:16:28;60;109;452;;;;;;;;;;;;;;;;
23/07/2023;00:16:29;25;109;453;;;;;;;;;;;;;;;;
23/07/2023;00:16:32;91;109;454;;;;;;;;;;;;;;;;
23/07/2023;00:16:35;75;109;455;;;;;;;;;;;;;;;;
23/07/2023;00:16:37;74;109;456;;;;;;;;;;;;;;;;
23/07/2023;00:16:38;36;109;457;;;;;;;;;;;;;;;;
23/07/2023;00:16:41;89;109;458;;;;;;;;;;;;;;;;
23/07/2023;00:16:43;74;109;459;;;;;;;;;;;;;;;;
23/07/2023;00:16:46;73;109;460;;;;;;;;;;;;;;;;
23/07/2023;00:16:47;51;109;461;;;;;;;;;;;;;;;;
23/07/2023;00:16:49;66;109;462;;;;;;;;;;;;;;;;
23/07/2023;00:16:51;74;109;463;;;;;;;;;;;;;;;;
23/07/2023;00:16:54;66;109;464;;;;;;;;;;;;;;;;
23/07/2023;00:16:55;50;109;465;;;;;;;;;;;;;;;;
23/07/2023;00:16:57;57;109;466;;;;;;;;;;;;;;;;
23/07/2023;00:16:58;54;109;467;;;;;;;;;;;;;;;;
23/07/2023;00:17:01;80;109;468;;;;;;;;;;;;;;;;
23/07/2023;00:17:05;100;109;469;;;;;;;;;;;;;;;;
23/07/2023;00:17:06;58;109;470;;;;;;;;;;;;;;;;
23/07/2023;00:17:07;31;109;471;;;;;;;;;;;;;;;;
23/07/2023;00:17:09;52;109;472;;;;;;;;;;;;;;;;
23/07/2023;00:17:12;105;109;473;;;;;;;;;;;;;;;;
23/07/2023;00:17:14;84;109;474;;;;;;;;;;;;;;;;
23/07/2023;00:17:16;54;109;475;;;;;;;;;;;;;;;;
23/07/2023;00:17:19;87;109;476;;;;;;;;;;;;;;;;
23/07/2023;00:17:19;11;109;477;;;;;;;;;;;;;;;;
23/07/2023;00:17:20;39;109;478;;;;;;;;;;;;;;;;
23/07/2023;00:17:23;80;109;479;;;;;;;;;;;;;;;;
23/07/2023;00:17:25;80;109;480;;;;;;;;;;;;;;;;
23/07/2023;00:17:29;84;109;481;;;;;;;;;;;;;;;;
23/07/2023;00:17:30;32;109;482;;;;;;;;;;;;;;;;
23/07/2023;00:17:32;74;109;483;;;;;;;;;;;;;;;;
23/07/2023;00:17:32;12;109;484;;;;;;;;;;;;;;;;
23/07/2023;00:17:35;83;109;485;;;;;;;;;;;;;;;;
23/07/2023;00:17:38;84;109;486;;;;;;;;;;;;;;;;
23/07/2023;00:17:41;93;109;487;;;;;;;;;;;;;;;;
23/07/2023;00:17:42;49;109;488;;;;;;;;;;;;;;;;
23/07/2023;00:17:45;86;109;489;;;;;;;;;;;;;;;;
23/07/2023;00:17:47;61;109;490;;;;;;;;;;;;;;;;
23/07/2023;00:17:49;57;109;491;;;;;;;;;;;;;;;;
23/07/2023;00:17:50;41;109;492;;;;;;;;;;;;;;;;
23/07/2023;00:17:52;68;109;493;;;;;;;;;;;;;;;;
23/07/2023;00:17:55;87;109;494;;;;;;;;;;;;;;;;
23/07/2023;00:17:57;66;109;495;;;;;;;;;;;;;;;;
23/07/2023;00:17:59;76;109;496;;;;;;;;;;;;;;;;
23/07/2023;00:18:01;54;109;497;;;;;;;;;;;;;;;;
23/07/2023;00:18:04;96;109;498;;;;;;;;;;;;;;;;
23/07/2023;00:18:06;75;109;499;;;;;;;;;;;;;;;;
23/07/2023;00:18:08;59;109;500;;;;;;;;;;;;;;;;
23/07/2023;00:18:10;73;109;501;;;;;;;;;;;;;;;;
23/07/2023;00:18:12;63;109;502;;;;;;;;;;;;;;;;
23/07/2023;00:18:14;70;109;503;;;;;;;;;;;;;;;;
23/07/2023;00:18:17;83;109;504;;;;;;;;;;;;;;;;
23/07/2023;00:18:19;64;109;505;;;;;;;;;;;;;;;;
23/07/2023;00:18:19;11;109;506;;;;;;;;;;;;;;;;
23/07/2023;00:18:21;76;109;507;;;;;;;;;;;;;;;;
23/07/2023;00:18:24;65;109;508;;;;;;;;;;;;;;;;
23/07/2023;00:18:27;87;109;509;;;;;;;;;;;;;;;;
23/07/2023;00:18:29;65;109;510;;;;;;;;;;;;;;;;
23/07/2023;00:18:31;68;109;511;;;;;;;;;;;;;;;;
23/07/2023;00:18:33;72;109;512;;;;;;;;;;;;;;;;
23/07/2023;00:18:34;37;109;513;;;;;;;;;;;;;;;;
23/07/2023;00:18:37;88;109;514;;;;;;;;;;;;;;;;
23/07/2023;00:18:38;54;109;515;;;;;;;;;;;;;;;;
23/07/2023;00:18:41;84;109;516;;;;;;;;;;;;;;;;
23/07/2023;00:18:43;58;109;517;;;;;;;;;;;;;;;;
23/07/2023;00:18:45;87;109;518;;;;;;;;;;;;;;;;
23/07/2023;00:18:47;47;109;519;;;;;;;;;;;;;;;;
23/07/2023;00:18:48;53;109;520;;;;;;;;;;;;;;;;
23/07/2023;00:18:48;3;109;521;;;;;;;;;;;;;;;;
23/07/2023;00:18:51;86;109;522;;;;;;;;;;;;;;;;
23/07/2023;00:18:53;75;109;523;;;;;;;;;;;;;;;;
23/07/2023;00:18:55;51;109;524;;;;;;;;;;;;;;;;
23/07/2023;00:18:57;70;109;525;;;;;;;;;;;;;;;;
23/07/2023;00:18:59;65;109;526;;;;;;;;;;;;;;;;
23/07/2023;00:19:01;63;109;527;;;;;;;;;;;;;;;;
23/07/2023;00:19:03;68;109;528;;;;;;;;;;;;;;;;
23/07/2023;00:19:06;101;109;529;;;;;;;;;;;;;;;;
23/07/2023;00:19:08;82;109;530;;;;;;;;;;;;;;;;
23/07/2023;00:19:09;37;109;531;;;;;;;;;;;;;;;;
23/07/2023;00:19:11;70;109;532;;;;;;;;;;;;;;;;
23/07/2023;00:19:13;59;109;533;;;;;;;;;;;;;;;;
23/07/2023;00:19:15;75;109;534;;;;;;;;;;;;;;;;
23/07/2023;00:19:17;62;109;535;;;;;;;;;;;;;;;;
23/07/2023;00:19:20;87;109;536;;;;;;;;;;;;;;;;
23/07/2023;00:19:22;53;109;537;;;;;;;;;;;;;;;;
23/07/2023;00:19:24;78;109;538;;;;;;;;;;;;;;;;
23/07/2023;00:19:26;57;109;539;;;;;;;;;;;;;;;;
23/07/2023;00:19:28;73;109;540;;;;;;;;;;;;;;;;
23/07/2023;00:19:30;50;109;541;;;;;;;;;;;;;;;;
23/07/2023;00:19:32;90;109;542;;;;;;;;;;;;;;;;
23/07/2023;00:19:34;75;109;543;;;;;;;;;;;;;;;;
23/07/2023;00:19:37;73;109;544;;;;;;;;;;;;;;;;
23/07/2023;00:19:38;51;109;545;;;;;;;;;;;;;;;;
23/07/2023;00:19:41;78;109;546;;;;;;;;;;;;;;;;
23/07/2023;00:19:43;70;109;547;;;;;;;;;;;;;;;;
23/07/2023;00:19:45;77;109;548;;;;;;;;;;;;;;;;
23/07/2023;00:19:46;27;109;549;;;;;;;;;;;;;;;;
23/07/2023;00:19:47;41;109;550;;;;;;;;;;;;;;;;
23/07/2023;00:19:50;94;109;551;;;;;;;;;;;;;;;;
23/07/2023;00:19:52;82;109;552;;;;;;;;;;;;;;;;
23/07/2023;00:19:55;89;109;553;;;;;;;;;;;;;;;;
23/07/2023;00:19:56;16;109;554;;;;;;;;;;;;;;;;
23/07/2023;00:19:58;73;109;555;;;;;;;;;;;;;;;;
23/07/2023;00:20:00;60;109;556;;;;;;;;;;;;;;;;
23/07/2023;00:20:02;70;109;557;;;;;;;;;;;;;;;;
23/07/2023;00:20:05;94;109;558;;;;;;;;;;;;;;;;
23/07/2023;00:20:08;73;109;559;;;;;;;;;;;;;;;;
23/07/2023;00:20:11;88;109;560;;;;;;;;;;;;;;;;
23/07/2023;00:20:13;53;109;561;;;;;;;;;;;;;;;;
23/07/2023;00:20:15;81;109;562;;;;;;;;;;;;;;;;
23/07/2023;00:20:17;78;109;563;;;;;;;;;;;;;;;;
23/07/2023;00:20:18;30;109;564;;;;;;;;;;;;;;;;
23/07/2023;00:20:21;89;109;565;;;;;;;;;;;;;;;;
23/07/2023;00:20:22;63;109;566;;;;;;;;;;;;;;;;
23/07/2023;00:20:24;57;109;567;;;;;;;;;;;;;;;;
23/07/2023;00:20:24;9;109;568;;;;;;;;;;;;;;;;
23/07/2023;00:20:27;80;109;569;;;;;;;;;;;;;;;;
23/07/2023;00:20:29;85;109;570;;;;;;;;;;;;;;;;
23/07/2023;00:20:31;68;109;571;;;;;;;;;;;;;;;;
23/07/2023;00:20:33;50;109;572;;;;;;;;;;;;;;;;
23/07/2023;00:20:35;82;109;573;;;;;;;;;;;;;;;;
23/07/2023;00:20:38;77;109;574;;;;;;;;;;;;;;;;
23/07/2023;00:20:40;71;109;575;;;;;;;;;;;;;;;;
23/07/2023;00:20:41;57;109;576;;;;;;;;;;;;;;;;
23/07/2023;00:20:43;42;109;577;;;;;;;;;;;;;;;;
23/07/2023;00:20:44;57;109;578;;;;;;;;;;;;;;;;
23/07/2023;00:20:47;85;109;579;;;;;;;;;;;;;;;;
23/07/2023;00:20:50;78;109;580;;;;;;;;;;;;;;;;
23/07/2023;00:20:52;83;109;581;;;;;;;;;;;;;;;;
23/07/2023;00:20:54;65;109;582;;;;;;;;;;;;;;;;
23/07/2023;00:20:56;56;109;583;;;;;;;;;;;;;;;;
23/07/2023;00:20:58;67;109;584;;;;;;;;;;;;;;;;
23/07/2023;00:21:00;81;109;585;;;;;;;;;;;;;;;;
23/07/2023;00:21:02;46;109;586;;;;;;;;;;;;;;;;
23/07/2023;00:21:04;78;109;587;;;;;;;;;;;;;;;;
23/07/2023;00:21:06;61;109;588;;;;;;;;;;;;;;;;
23/07/2023;00:21:08;72;109;589;;;;;;;;;;;;;;;;
23/07/2023;00:21:09;44;109;590;;;;;;;;;;;;;;;;
23/07/2023;00:21:10;44;109;591;;;;;;;;;;;;;;;;
23/07/2023;00:21:13;72;109;592;;;;;;;;;;;;;;;;
23/07/2023;00:21:13;13;109;593;;;;;;;;;;;;;;;;
23/07/2023;00:21:16;99;109;594;;;;;;;;;;;;;;;;
23/07/2023;00:21:18;75;109;595;;;;;;;;;;;;;;;;
23/07/2023;00:21:21;72;109;596;;;;;;;;;;;;;;;;
23/07/2023;00:21:23;60;109;597;;;;;;;;;;;;;;;;
23/07/2023;00:21:24;63;109;598;;;;;;;;;;;;;;;;
23/07/2023;00:21:27;93;109;599;;;;;;;;;;;;;;;;
23/07/2023;00:21:29;49;109;600;;;;;;;;;;;;;;;;
23/07/2023;00:21:31;66;109;601;;;;;;;;;;;;;;;;
23/07/2023;00:21:32;55;109;602;;;;;;;;;;;;;;;;
23/07/2023;00:21:34;68;109;603;;;;;;;;;;;;;;;;
23/07/2023;00:21:36;70;109;604;;;;;;;;;;;;;;;;
23/07/2023;00:21:39;71;109;605;;;;;;;;;;;;;;;;
23/07/2023;00:21:41;79;109;606;;;;;;;;;;;;;;;;
23/07/2023;00:21:42;42;109;607;;;;;;;;;;;;;;;;
23/07/2023;00:21:43;48;109;608;;;;;;;;;;;;;;;;
23/07/2023;00:21:46;79;109;609;;;;;;;;;;;;;;;;
23/07/2023;00:21:47;48;109;610;;;;;;;;;;;;;;;;
23/07/2023;00:21:48;46;109;611;;;;;;;;;;;;;;;;
23/07/2023;00:21:50;52;109;612;;;;;;;;;;;;;;;;
23/07/2023;00:21:52;77;109;613;;;;;;;;;;;;;;;;
23/07/2023;00:21:55;106;109;614;;;;;;;;;;;;;;;;
23/07/2023;00:21:56;31;109;615;;;;;;;;;;;;;;;;
23/07/2023;00:21:57;42;109;616;;;;;;;;;;;;;;;;
23/07/2023;00:22:01;101;109;617;;;;;;;;;;;;;;;;
23/07/2023;00:22:02;37;109;618;;;;;;;;;;;;;;;;
23/07/2023;00:22:03;47;109;619;;;;;;;;;;;;;;;;
23/07/2023;00:22:06;86;109;620;;;;;;;;;;;;;;;;
23/07/2023;00:22:08;64;109;621;;;;;;;;;;;;;;;;
23/07/2023;00:22:10;74;109;622;;;;;;;;;;;;;;;;
23/07/2023;00:22:12;70;109;623;;;;;;;;;;;;;;;;
23/07/2023;00:22:15;65;109;624;;;;;;;;;;;;;;;;
23/07/2023;00:22:17;77;109;625;;;;;;;;;;;;;;;;
23/07/2023;00:22:20;80;109;626;;;;;;;;;;;;;;;;
23/07/2023;00:22:22;84;109;627;;;;;;;;;;;;;;;;
23/07/2023;00:22:25;81;109;628;;;;;;;;;;;;;;;;
23/07/2023;00:22:27;70;109;629;;;;;;;;;;;;;;;;
23/07/2023;00:22:29;59;109;630;;;;;;;;;;;;;;;;
23/07/2023;00:22:31;79;109;631;;;;;;;;;;;;;;;;
23/07/2023;00:22:32;30;109;632;;;;;;;;;;;;;;;;
23/07/2023;00:22:34;68;109;633;;;;;;;;;;;;;;;;
23/07/2023;00:22:36;79;109;634;;;;;;;;;;;;;;;;
23/07/2023;00:22:38;56;109;635;;;;;;;;;;;;;;;;
23/07/2023;00:22:40;63;109;636;;;;;;;;;;;;;;;;
23/07/2023;00:22:43;98;109;637;;;;;;;;;;;;;;;;
23/07/2023;00:22:46;80;109;638;;;;;;;;;;;;;;;;
23/07/2023;00:22:47;32;109;639;;;;;;;;;;;;;;;;
23/07/2023;00:22:49;69;109;640;;;;;;;;;;;;;;;;
23/07/2023;00:22:52;96;109;641;;;;;;;;;;;;;;;;
23/07/2023;00:22:56;85;109;642;;;;;;;;;;;;;;;;
23/07/2023;00:22:57;46;109;643;;;;;;;;;;;;;;;;
23/07/2023;00:23:00;83;109;644;;;;;;;;;;;;;;;;
23/07/2023;00:23:02;78;109;645;;;;;;;;;;;;;;;;
23/07/2023;00:23:03;26;109;646;;;;;;;;;;;;;;;;
23/07/2023;00:23:04;51;109;647;;;;;;;;;;;;;;;;
23/07/2023;00:23:06;52;109;648;;;;;;;;;;;;;;;;
23/07/2023;00:23:08;60;109;649;;;;;;;;;;;;;;;;
23/07/2023;00:23:10;91;109;650;;;;;;;;;;;;;;;;
23/07/2023;00:23:13;85;109;651;;;;;;;;;;;;;;;;
23/07/2023;00:23:14;37;109;652;;;;;;;;;;;;;;;;
23/07/2023;00:23:17;92;109;653;;;;;;;;;;;;;;;;
23/07/2023;00:23:18;36;109;654;;;;;;;;;;;;;;;;
23/07/2023;00:23:20;64;109;655;;;;;;;;;;;;;;;;
23/07/2023;00:23:21;39;109;656;;;;;;;;;;;;;;;;
23/07/2023;00:23:23;67;109;657;;;;;;;;;;;;;;;;
23/07/2023;00:23:25;35;109;658;;;;;;;;;;;;;;;;
23/07/2023;00:23:27;71;109;659;;;;;;;;;;;;;;;;
23/07/2023;00:23:28;42;109;660;;;;;;;;;;;;;;;;
23/07/2023;00:23:30;60;109;661;;;;;;;;;;;;;;;;
23/07/2023;00:23:31;60;109;662;;;;;;;;;;;;;;;;
23/07/2023;00:23:34;75;109;663;;;;;;;;;;;;;;;;
23/07/2023;00:23:35;45;109;664;;;;;;;;;;;;;;;;
23/07/2023;00:23:37;61;109;665;;;;;;;;;;;;;;;;
23/07/2023;00:23:38;42;109;666;;;;;;;;;;;;;;;;
23/07/2023;00:23:41;89;109;667;;;;;;;;;;;;;;;;
23/07/2023;00:23:42;47;109;668;;;;;;;;;;;;;;;;
23/07/2023;00:23:45;80;109;669;;;;;;;;;;;;;;;;
23/07/2023;00:23:48;90;109;670;;;;;;;;;;;;;;;;
23/07/2023;00:23:49;55;109;671;;;;;;;;;;;;;;;;
23/07/2023;00:23:52;79;109;672;;;;;;;;;;;;;;;;
23/07/2023;00:23:54;73;109;673;;;;;;;;;;;;;;;;
23/07/2023;00:23:57;68;109;674;;;;;;;;;;;;;;;;
23/07/2023;00:23:58;51;109;675;;;;;;;;;;;;;;;;
23/07/2023;00:24:00;77;109;676;;;;;;;;;;;;;;;;
23/07/2023;00:24:01;36;109;677;;;;;;;;;;;;;;;;
23/07/2023;00:24:02;26;109;678;;;;;;;;;;;;;;;;
23/07/2023;00:24:03;42;109;679;;;;;;;;;;;;;;;;
23/07/2023;00:24:06;76;109;680;;;;;;;;;;;;;;;;
23/07/2023;00:24:08;82;109;681;;;;;;;;;;;;;;;;
23/07/2023;00:24:10;77;109;682;;;;;;;;;;;;;;;;
23/07/2023;00:24:12;68;109;683;;;;;;;;;;;;;;;;
23/07/2023;00:24:13;28;109;684;;;;;;;;;;;;;;;;
23/07/2023;00:24:15;52;109;685;;;;;;;;;;;;;;;;
23/07/2023;00:24:17;82;109;686;;;;;;;;;;;;;;;;
23/07/2023;00:24:18;50;109;687;;;;;;;;;;;;;;;;
23/07/2023;00:24:21;72;109;688;;;;;;;;;;;;;;;;
23/07/2023;00:24:23;73;109;689;;;;;;;;;;;;;;;;
23/07/2023;00:24:25;65;109;690;;;;;;;;;;;;;;;;
23/07/2023;00:24:27;63;109;691;;;;;;;;;;;;;;;;
23/07/2023;00:24:29;59;109;692;;;;;;;;;;;;;;;;
23/07/2023;00:24:31;84;109;693;;;;;;;;;;;;;;;;
23/07/2023;00:24:34;80;109;694;;;;;;;;;;;;;;;;
23/07/2023;00:24:36;76;109;695;;;;;;;;;;;;;;;;
23/07/2023;00:24:38;64;109;696;;;;;;;;;;;;;;;;
23/07/2023;00:24:41;79;109;697;;;;;;;;;;;;;;;;
23/07/2023;00:24:42;32;109;698;;;;;;;;;;;;;;;;
23/07/2023;00:24:44;77;109;699;;;;;;;;;;;;;;;;
23/07/2023;00:24:47;82;109;700;;;;;;;;;;;;;;;;
23/07/2023;00:24:49;79;109;701;;;;;;;;;;;;;;;;
23/07/2023;00:24:50;40;109;702;;;;;;;;;;;;;;;;
23/07/2023;00:24:53;71;109;703;;;;;;;;;;;;;;;;
23/07/2023;00:24:55;65;109;704;;;;;;;;;;;;;;;;
23/07/2023;00:24:57;79;109;705;;;;;;;;;;;;;;;;
23/07/2023;00:24:58;16;109;706;;;;;;;;;;;;;;;;
23/07/2023;00:25:00;64;109;707;;;;;;;;;;;;;;;;
23/07/2023;00:25:02;75;109;708;;;;;;;;;;;;;;;;
23/07/2023;00:25:04;49;109;709;;;;;;;;;;;;;;;;
23/07/2023;00:25:05;57;109;710;;;;;;;;;;;;;;;;
23/07/2023;00:25:09;68;109;711;;;;;;;;;;;;;;;;
23/07/2023;00:25:12;87;109;712;;;;;;;;;;;;;;;;
23/07/2023;00:25:14;61;109;713;;;;;;;;;;;;;;;;
23/07/2023;00:25:16;74;109;714;;;;;;;;;;;;;;;;
23/07/2023;00:25:17;28;109;715;;;;;;;;;;;;;;;;
23/07/2023;00:25:18;29;109;716;;;;;;;;;;;;;;;;
23/07/2023;00:25:18;3;109;717;;;;;;;;;;;;;;;;
23/07/2023;00:25:21;93;109;718;;;;;;;;;;;;;;;;
23/07/2023;00:25:23;81;109;719;;;;;;;;;;;;;;;;
23/07/2023;00:25:25;63;109;720;;;;;;;;;;;;;;;;
23/07/2023;00:25:27;67;109;721;;;;;;;;;;;;;;;;
23/07/2023;00:25:29;65;109;722;;;;;;;;;;;;;;;;
23/07/2023;00:25:31;61;109;723;;;;;;;;;;;;;;;;
23/07/2023;00:25:34;88;109;724;;;;;;;;;;;;;;;;
23/07/2023;00:25:35;40;109;725;;;;;;;;;;;;;;;;
23/07/2023;00:25:38;79;109;726;;;;;;;;;;;;;;;;
23/07/2023;00:25:40;66;109;727;;;;;;;;;;;;;;;;
23/07/2023;00:25:41;49;109;728;;;;;;;;;;;;;;;;
23/07/2023;00:25:42;39;109;729;;;;;;;;;;;;;;;;
23/07/2023;00:25:44;68;109;730;;;;;;;;;;;;;;;;
23/07/2023;00:25:46;54;109;731;;;;;;;;;;;;;;;;
23/07/2023;00:25:47;53;109;732;;;;;;;;;;;;;;;;
23/07/2023;00:25:49;43;109;733;;;;;;;;;;;;;;;;
23/07/2023;00:25:50;58;109;734;;;;;;;;;;;;;;;;
23/07/2023;00:25:53;72;109;735;;;;;;;;;;;;;;;;
23/07/2023;00:25:56;93;109;736;;;;;;;;;;;;;;;;
23/07/2023;00:25:58;87;109;737;;;;;;;;;;;;;;;;
23/07/2023;00:26:00;71;109;738;;;;;;;;;;;;;;;;
23/07/2023;00:26:03;71;109;739;;;;;;;;;;;;;;;;
23/07/2023;00:26:05;78;109;740;;;;;;;;;;;;;;;;
23/07/2023;00:26:07;60;109;741;;;;;;;;;;;;;;;;
23/07/2023;00:26:08;30;109;742;;;;;;;;;;;;;;;;
23/07/2023;00:26:10;87;109;743;;;;;;;;;;;;;;;;
23/07/2023;00:26:11;39;109;744;;;;;;;;;;;;;;;;
23/07/2023;00:26:14;75;109;745;;;;;;;;;;;;;;;;
23/07/2023;00:26:17;86;109;746;;;;;;;;;;;;;;;;
23/07/2023;00:26:19;61;109;747;;;;;;;;;;;;;;;;
23/07/2023;00:26:21;73;109;748;;;;;;;;;;;;;;;;
23/07/2023;00:26:23;66;109;749;;;;;;;;;;;;;;;;
23/07/2023;00:26:25;73;109;750;;;;;;;;;;;;;;;;
23/07/2023;00:26:27;64;109;751;;;;;;;;;;;;;;;;
23/07/2023;00:26:29;73;109;752;;;;;;;;;;;;;;;;
23/07/2023;00:26:30;33;109;753;;;;;;;;;;;;;;;;
23/07/2023;00:26:32;59;109;754;;;;;;;;;;;;;;;;
23/07/2023;00:26:34;67;109;755;;;;;;;;;;;;;;;;
23/07/2023;00:26:36;63;109;756;;;;;;;;;;;;;;;;
23/07/2023;00:26:37;65;109;757;;;;;;;;;;;;;;;;
23/07/2023;00:26:40;66;109;758;;;;;;;;;;;;;;;;
23/07/2023;00:26:41;39;109;759;;;;;;;;;;;;;;;;
23/07/2023;00:26:44;82;109;760;;;;;;;;;;;;;;;;
23/07/2023;00:26:45;53;109;761;;;;;;;;;;;;;;;;
23/07/2023;00:26:47;72;109;762;;;;;;;;;;;;;;;;
23/07/2023;00:26:50;84;109;763;;;;;;;;;;;;;;;;
23/07/2023;00:26:51;25;109;764;;;;;;;;;;;;;;;;
23/07/2023;00:26:53;50;109;765;;;;;;;;;;;;;;;;
23/07/2023;00:26:54;47;109;766;;;;;;;;;;;;;;;;
23/07/2023;00:26:54;16;109;767;;;;;;;;;;;;;;;;
23/07/2023;00:26:55;7;109;768;;;;;;;;;;;;;;;;
23/07/2023;00:26:56;55;109;769;;;;;;;;;;;;;;;;
23/07/2023;00:26:58;61;109;770;;;;;;;;;;;;;;;;
23/07/2023;00:27:01;91;109;771;;;;;;;;;;;;;;;;
23/07/2023;00:27:03;67;109;772;;;;;;;;;;;;;;;;
23/07/2023;00:27:06;91;109;773;;;;;;;;;;;;;;;;
23/07/2023;00:27:08;56;109;774;;;;;;;;;;;;;;;;
23/07/2023;00:27:10;68;109;775;;;;;;;;;;;;;;;;
23/07/2023;00:27:12;69;109;776;;;;;;;;;;;;;;;;
23/07/2023;00:27:13;52;109;777;;;;;;;;;;;;;;;;
23/07/2023;00:27:15;65;109;778;;;;;;;;;;;;;;;;
23/07/2023;00:27:17;61;109;779;;;;;;;;;;;;;;;;
23/07/2023;00:27:18;55;109;780;;;;;;;;;;;;;;;;
23/07/2023;00:27:21;80;109;781;;;;;;;;;;;;;;;;
23/07/2023;00:27:22;48;109;782;;;;;;;;;;;;;;;;
